id,hhb,hbo2,ca,na
10110,7.614951134,4.031221867,8.862142563,2.789840698
10111,7.983417511,3.883810759,8.700899124,2.949131966
10112,7.911552906,4.051516056,9.225296021,2.920193434
10113,7.832086086,3.902052641,8.631628036,2.832239389
10114,7.933419704,4.030910492,9.252375603,2.888012648
10115,7.963418484,4.200057507,8.956895828,2.949514627
10116,7.623588085,3.952235937,8.802793503,2.677992582
10117,8.059063911,4.114880085,9.056308746,2.886747122
10118,7.776210785,3.985252142,8.817662239,2.759204149
10119,8.01561451,3.94207859,8.932197571,2.87649703
10120,7.503016949,3.953864098,8.886507034,2.829648495
10121,7.963868141,4.043563366,9.278869629,2.966818094
10122,7.888942719,4.046760082,9.021091461,2.917911291
10123,8.080533028,4.043320656,9.003473282,2.852401972
10124,7.90069437,3.91298604,8.7631073,2.96287775
10125,7.867808819,3.958175421,8.8596735,2.83027029
10126,7.793819904,3.998728037,8.848008156,2.768187523
10127,7.910529613,3.980470419,8.884971619,2.907040358
10128,8.157865524,4.026119232,8.923745155,2.869608641
10129,7.268740177,3.980163336,8.672533035,2.692011118
10130,7.587387562,3.820284128,9.002596855,2.799118996
10131,7.96997118,4.21337986,9.123147964,2.88529253
10132,7.802684784,3.872143507,8.542157173,2.769342422
10133,8.427499771,4.135085106,9.248728752,2.952876806
10134,7.872719765,3.8822999,9.014063835,2.810779095
10135,7.950052261,3.946720362,8.724014282,2.802871943
10136,7.920667171,3.961443901,8.816374779,2.931251764
10137,7.998065472,4.036022663,9.01451683,2.894763231
10138,8.115494728,4.032350063,9.179560661,2.890409708
10139,7.337371349,3.896256924,8.996222496,2.785293818
10140,7.946344852,3.89987874,8.910651207,2.765522242
10141,7.583722115,3.936962605,8.758261681,2.663255453
10142,8.130394936,4.025911808,8.895872116,2.85815835
10143,8.068095207,3.983044386,9.01484108,2.790719271
10144,7.720838547,3.928448439,8.966358185,2.895741224
10145,7.990330219,3.958693504,8.977473259,2.890269756
10146,7.57968092,3.977033377,9.237912178,2.872066498
10147,7.880619526,3.984999895,8.905707359,3.006873846
10148,7.619102478,3.851258516,9.012377739,2.789488316
10149,8.026371956,3.951183558,8.831536293,2.94851613
10150,8.054823875,3.965554476,8.792141914,2.778946638
10151,7.961038589,3.968911409,9.227155685,2.880407572
10152,7.440071106,3.816460848,9.212442398,2.819966078
10153,8.127289772,3.946873903,9.361063004,2.869838476
10154,7.913395882,3.990982056,8.915576935,2.818258762
10155,7.753330708,3.966149092,8.830848694,2.811424017
10156,8.401493073,4.116390705,9.22758007,2.951624632
10157,8.288960457,4.055089474,9.032128334,2.995346785
10158,8.00276947,4.108911991,9.310816765,2.888836145
10159,7.836740971,3.880353451,8.685768127,2.879439831
10160,8.005166054,4.0863657,9.00042057,3.006842613
10161,7.737531185,3.878198385,9.038855553,2.940829515
10162,7.751204014,4.049915791,9.037845612,2.836644411
10163,7.83109808,3.868922949,8.819509506,2.752819777
10164,7.839740753,3.901760578,8.682748795,2.893101931
10165,8.129608154,3.992545366,9.062373161,2.955718994
10166,7.863367558,4.068646908,8.863965988,2.903236628
10167,7.883208752,3.908499956,8.747554779,2.963420153
10168,7.79318285,4.056880951,8.891428947,2.780478239
10169,7.725300312,3.950283051,9.022893906,2.925942421
10170,7.896440029,4.030079365,9.199534416,2.926656008
10171,7.803185463,4.045167923,8.83353138,2.876639366
10172,8.052354813,3.931659937,8.935581207,2.914569616
10173,7.719418049,3.974867105,9.059196472,2.942622185
10174,8.461499214,4.132750034,8.580306053,3.13138938
10175,7.977408886,3.988808632,8.815260887,2.792468071
10176,7.855023861,3.974567652,8.964806557,2.927575111
10177,8.40141201,3.783850908,8.432443619,2.770390749
10178,7.948290348,4.108370781,8.885855675,2.855829954
10179,8.502397537,3.772480726,8.628464699,2.897397995
10180,8.278607368,4.049192905,9.037389755,2.992825747
10181,7.86481905,3.914113283,8.744106293,2.960561991
10182,7.785555363,4.014626026,8.927414894,2.90835762
10183,7.953883648,3.940008879,8.816220284,2.933632612
10184,7.742918015,3.968656301,8.797327042,2.751257658
10185,9.259357452,4.384542942,9.36102581,3.068190813
10186,7.600157261,4.070138454,8.982113838,2.818525076
10187,7.801258087,3.960673094,9.116136551,2.961423874
10188,7.730307102,3.922450304,8.970720291,2.940351248
10189,7.590086937,3.767267466,9.303004265,2.825793028
10190,7.561696529,3.962013721,8.810860634,2.702279329
10191,7.946570396,3.939898014,8.716649055,2.800198793
10192,7.902154922,4.212732315,8.951822281,2.944802999
10193,8.43626976,4.153948784,9.275885582,2.960584402
10194,8.152898788,3.999557018,8.827998161,2.819418192
10195,7.989245892,4.029693604,8.840971947,2.778606653
10196,7.385007858,3.816188812,9.120613098,2.803879976
10197,7.805016041,3.913751602,8.930252075,2.821599245
10198,7.84587574,3.977925539,8.87768364,2.844383001
10199,7.971778393,4.014368057,8.932929039,2.807275534
10200,7.807778835,3.857992887,8.889336586,2.788310289
10201,7.903017044,4.008842945,9.010569572,2.955993891
10202,7.645095348,3.98381567,8.894618034,2.788641691
10203,7.948252678,4.021305084,9.197778702,2.974620581
10204,7.943087101,4.011950016,8.985188484,2.779905081
10205,7.61244297,3.963623762,8.875974655,2.786958456
10206,8.055603981,4.167690277,9.144197464,2.988726854
10207,8.318386078,4.027145386,8.925292015,2.856816769
10208,7.520028591,4.054244041,9.550964355,2.809405565
10209,7.672798634,3.971801758,8.91186142,2.80028224
10210,7.930669308,4.062129498,9.119273186,2.907227516
10211,7.663244724,3.983324289,8.879167557,2.867220163
10212,8.024383545,3.957711935,8.981938362,2.782562256
10213,7.742712021,3.857462168,8.7242136,2.803786516
10214,9.178724289,4.439954758,9.076104164,3.032767057
10215,7.935657978,4.021657944,9.170707703,2.851427078
10216,7.428241253,3.935702085,9.01146698,2.766920805
10217,7.983501434,3.997994184,8.854066849,2.814600229
10218,7.823343754,3.986079454,9.212758064,2.86986804
10219,8.044099808,4.112446308,9.368336678,2.90878582
10220,7.580904961,3.96404314,8.66634655,2.833956242
10221,8.351163864,4.071413994,8.885037422,2.842078447
10222,8.118787766,4.001431942,8.935223579,2.971359015
10223,7.775715351,3.94492197,8.791980743,2.826786041
10224,7.801562786,3.870058775,8.624168396,2.894015074
10225,7.843239784,4.050293446,9.153111458,2.890314817
10226,7.94028759,3.930119991,8.871442795,2.83619523
10227,7.375065327,3.827485561,9.029603958,2.775557995
10228,7.518567562,3.897258043,8.748795509,2.831718445
10229,7.886226177,3.997271061,8.844061852,2.809376955
10230,7.450410366,3.917681694,8.632445335,2.797362804
10231,7.885876179,3.981585741,9.000150681,2.840846777
10232,7.942039013,4.002983093,8.929317474,2.895793438
10233,7.939644337,3.948305368,8.800451279,2.795244932
10234,7.987095833,4.017019749,8.903526306,2.915309191
10235,7.499740124,4.024544239,8.928295135,2.730850935
10236,7.795005322,3.996908903,8.850664139,2.769708395
10237,8.042099953,3.956360579,9.028186798,2.845752716
10238,7.937213421,4.010092258,8.907737732,2.988207102
10239,7.808381081,3.976963758,8.745521545,2.754328489
10240,8.056461334,3.879554272,8.559923172,2.718910694
10241,7.875103951,4.02071476,8.873624802,2.898582697
10242,7.702259064,4.020171165,8.86422348,2.802664995
10243,8.180997849,4.115925312,9.354037285,2.903193712
10244,7.545576572,3.940127611,8.723126411,2.826534033
10245,7.873689175,3.958790064,8.871778488,3.014405012
10246,8.083989143,3.918415308,9.626834869,3.11148715
10247,8.030125618,3.909074068,8.757450104,2.962321758
10248,7.729264736,3.913345098,9.358568192,2.89108777
10249,7.957115173,4.103027344,9.015367508,2.984629393
10250,7.897262096,3.969971895,8.75303936,2.86356473
10251,7.866738319,3.828446627,8.908726692,2.761053562
10252,8.085673332,4.014900684,8.876999855,2.845747948
10253,7.951581955,4.008349419,9.241449356,2.885860443
10254,7.6749053,3.993546247,8.726451874,2.852732658
10255,7.585077763,3.925821543,8.521716118,2.765976191
10256,8.078370094,4.068738937,9.014422417,2.942858934
10257,7.939953327,4.071746349,8.915158272,2.777603388
10258,7.87386179,3.970519066,8.816411018,2.988014936
10259,7.823721886,4.102155209,8.918387413,2.79720664
10260,7.929514408,4.068114758,9.02953434,2.998480082
10261,7.988399982,4.080046654,9.301458359,2.910356283
10262,7.798507214,3.981541872,8.851166725,2.839796305
10263,7.840253353,3.90557456,8.720169067,2.887696981
10264,8.148431778,4.070224285,9.412130356,2.913435459
10265,7.445312023,3.928594828,8.684236526,2.804055691
10266,7.907998562,3.922610044,8.774598122,2.967284441
10267,7.779351234,3.83129859,8.728662491,2.788580656
10268,7.78533411,3.901953936,8.804685593,2.782705545
10269,7.906614304,3.888015032,8.810409546,2.845811129
10270,7.965033531,3.980284452,9.206726074,2.896306276
10271,7.492509365,3.930071831,9.245703697,2.809141397
10272,7.91533947,3.864749193,8.780913353,2.866592169
10273,7.820991993,3.845362663,8.898714066,2.761013031
10274,7.686460018,3.916494131,8.577613831,2.766840219
10275,8.179987907,3.963250399,9.061836243,2.896493673
10276,7.950227261,4.003764629,8.873426437,2.87400794
10277,7.776862621,3.951641321,8.592813492,2.761526823
10278,8.201304436,3.983119726,8.956242561,2.99420619
10279,7.679671764,4.069206238,9.617706299,2.835116625
10280,7.963067532,3.930172205,9.221075058,2.834097624
10281,7.674329281,4.005301952,8.945953369,2.808614492
10282,8.479503632,4.097784519,9.189689636,2.980189085
10283,7.830377102,3.939326048,9.118770599,2.977990866
10284,7.861611843,3.968342543,9.116434097,2.866420031
10285,7.607917309,4.080955029,8.945611,2.817632914
10286,7.791440964,4.028702259,8.926013947,2.908464193
10287,7.802868843,3.842861414,9.422542572,2.914420128
10288,7.937432766,4.020627022,8.923852921,2.956671953
10289,7.509703636,3.979351759,8.64746666,2.798011541
10290,7.891827106,4.005838871,8.926940918,2.911965609
10291,7.846122742,3.932995558,8.790519714,2.891023874
10292,7.88927412,3.987473726,8.955099106,2.996996641
10293,7.695494652,3.969353914,8.908000946,2.8617208
10294,8.070771217,3.921149969,8.762090683,2.842723131
10295,7.886782169,4.019488335,8.74287796,2.891478777
10296,7.620129108,3.835648298,9.008711815,2.80173707
10297,8.036708832,3.918752193,8.813028336,2.819372892
10298,7.878973484,3.985100746,9.028308868,2.964125395
10299,8.763269424,4.233798981,8.348997116,3.018839121
10300,7.862092018,3.924141169,8.707760811,2.853607655
10301,7.948834896,3.967198133,8.768941879,2.808139086
10302,8.065530777,4.046607971,9.256901741,2.873883009
10303,7.197254658,3.96192193,8.604818344,2.677219629
10304,7.920717239,4.069606781,9.045466423,2.98538065
10305,8.011211395,4.132129192,9.307975769,2.883512497
10306,7.883626461,3.916465282,8.73445797,2.884440422
10307,7.837400436,3.951698065,9.12686348,2.982719421
10308,7.533486843,3.956901789,8.990286827,2.834770679
10309,7.875435829,4.0271101,8.973193169,2.922178507
10310,7.862307549,3.985456467,8.946950912,2.98433733
10311,8.017365456,3.938307524,8.741362572,2.797989368
10312,7.880434513,4.106398582,8.865283966,2.894301653
10313,7.612107277,4.041319847,8.932706833,2.756396532
10314,7.686224461,3.989278793,8.905282974,2.879384756
10315,7.738265514,3.962402582,8.79125309,2.869114161
10316,7.99632597,4.103126526,8.980947495,2.873074293
10317,7.592150211,4.023780823,9.446609497,2.813209772
10318,7.988342762,3.888355255,8.710575104,2.949205637
10319,8.027106285,4.013147831,8.728141785,2.773981333
10320,8.214770317,4.062910557,8.987851143,2.875948668
10321,8.017323494,4.008306026,8.940491676,2.94070363
10322,7.746312618,4.144751549,9.040691376,2.8421731
10323,7.565558434,3.926176786,8.504170418,2.761077642
10324,7.695428371,3.813639879,9.152233124,2.9517591
10325,7.893116474,3.989539862,8.781627655,2.847504377
10326,7.811599255,3.894880056,8.652605057,2.888118267
10327,7.77220583,3.983144045,8.999313354,2.8431499
10328,7.988699436,4.088350773,9.207755089,2.902192354
10329,7.940411091,3.930430651,8.886823654,2.871057272
10330,8.028123856,3.893194437,9.044769287,2.854621172
10331,7.859342098,3.965365171,9.098600388,2.858650923
10332,7.58341074,4.030632496,9.502037048,2.852208614
10333,7.886545658,4.084172249,9.037372589,2.939772367
10334,8.01382637,4.150916576,9.197490692,2.962175131
10335,7.818007946,3.924114466,8.712037086,2.777960062
10336,8.402567863,3.929227114,8.675741196,2.848865271
10337,7.185031414,3.592604876,8.470713615,2.747865438
10338,7.798748016,3.952983856,8.757908821,2.998292923
10339,8.070207596,4.069561005,8.959608078,2.872061491
10340,7.705134869,4.004622459,8.93712616,2.720410347
10341,7.852313519,4.071279049,9.034906387,2.893541574
10342,8.10847187,4.04739809,9.392224312,2.916943789
10343,7.969137192,4.054291248,9.051365852,2.979010344
10344,8.22807312,4.041687012,9.073624611,2.930890799
10345,7.604968071,3.973133564,8.888763428,2.814690828
10346,7.846612453,4.033423424,9.144426346,2.898990631
10347,7.799497128,3.989076376,8.89345932,2.963397264
10348,8.12112999,4.10881424,9.187943459,2.824213743
10349,7.642197132,4.044678688,8.959997177,2.759059668
10350,7.553249836,3.99875164,8.86877346,2.769087076
10351,7.915442944,3.896377087,8.774663925,2.772428751
10352,8.104328156,3.916269541,9.011933327,2.862720251
10353,8.29817009,4.055392265,9.174129486,2.902021646
10354,8.4590168,4.23876524,9.174744606,2.934242964
10355,8.135958672,4.089098454,9.20042038,2.831434965
10356,7.814709187,3.952907562,8.972751617,2.92986536
10357,8.503339767,4.270899296,9.06919384,2.942341566
10358,7.91741991,4.007705212,8.739920616,2.754618645
10359,7.772041798,3.873551607,8.627129555,2.875171661
10360,7.364048004,3.85038352,8.974342346,2.759380102
10361,7.81840992,4.094689369,9.747293472,2.860956907
10362,8.013725281,4.038165092,9.303141594,2.903787851
10363,7.748719692,3.924995661,8.721772194,2.884241819
10364,7.968378544,4.065303326,9.23865509,2.946820498
10365,8.166932106,4.0152812,8.99834919,2.912877798
10366,7.583633423,3.713056087,9.040157318,2.912204981
10367,7.964985371,4.006559372,8.655555725,2.750953436
10368,7.716922283,4.054058075,8.923681259,2.867100477
10369,7.922202587,4.124895573,8.78766346,2.8586061
10370,7.857868195,4.058965683,9.030108452,2.893729925
10371,8.208212852,4.047728062,9.012694359,2.974239111
10372,7.842048168,3.982484102,8.729402542,2.817095518
10373,7.560202599,4.022739887,8.919823647,2.784481287
10374,7.649474621,4.020585537,9.1036129,2.872071028
10375,7.951042652,3.864260912,8.535701752,2.721916437
10376,8.010191917,4.045325756,9.06968689,3.003287077
10377,8.156172752,4.034953117,9.119894028,2.923960686
10378,8.278841019,4.087010384,9.089841843,2.898582697
10379,8.230652809,4.053612232,8.998820305,2.958681822
10380,7.724891186,3.899321795,8.654500961,2.757611513
10381,7.532966614,3.979710579,8.838829041,2.803505421
10382,7.848054886,4.1204319,8.955525398,2.819423437
10383,8.156699181,4.057579517,9.024051666,2.982068062
10384,8.277449608,4.050352573,9.128484726,2.858664751
10385,7.778561115,3.942812681,9.034324646,2.923271656
10386,7.952939034,3.95065093,8.817470551,2.949836969
10387,7.984029293,4.201794624,9.046423912,2.856836081
10388,7.844500065,3.987094641,8.901470184,2.963690042
10389,8.069834709,4.109069824,9.070614815,2.928995132
10390,8.966276169,4.3586483,9.005313873,2.95295167
10391,7.888103962,3.91411376,8.703745842,2.895749807
10392,8.07889843,4.071393967,8.954342842,2.867496729
10393,7.839972973,4.02796936,9.009325027,2.869449854
10394,7.960647106,4.039946556,8.973013878,2.819356918
10395,8.377462387,4.113614559,9.185819626,2.935156584
10396,8.148471832,4.079723358,9.426199913,2.91546607
10397,8.030533791,3.909874201,8.757115364,2.961928606
10398,8.10478878,4.076320648,8.990589142,2.928159952
10399,7.741640568,3.951681852,9.027271271,2.929527998
10400,7.853081703,4.025049686,8.938495636,2.922471046
10401,7.805648327,3.956644297,8.793899536,2.994977713
10402,8.004370689,4.215454578,9.128376961,2.89031291
10403,7.77373457,3.869080067,9.116742134,2.826459646
10404,7.975811005,3.939637899,8.894899368,2.873782873
10405,8.181438446,4.019592762,9.003112793,2.905541658
10406,7.611769199,3.944438219,8.78591156,2.671584368
10407,8.155927658,3.974618196,9.010051727,2.974748135
10408,7.406518459,3.844473124,9.024552345,2.770163774
10409,8.021320343,3.951912165,9.058302879,2.876657248
10410,7.999173164,3.9404459,8.885923386,2.881562471
10411,7.754048347,3.85844636,8.530434608,2.774871588
10412,7.493208408,3.924461126,8.766298294,2.794669628
10413,8.406914711,4.033419609,9.170667648,2.912010908
10414,7.709848881,4.079711914,8.843205452,2.846455336
10415,7.978765965,4.12732029,9.130409241,2.943733454
10416,8.23266983,4.007938862,9.076482773,2.911795378
10417,7.878686905,3.935039282,8.765684128,2.935778618
10418,7.832354546,3.978806734,8.811107635,3.002969742
10419,8.170770645,4.033501625,9.018026352,2.978291273
10420,8.147045135,4.082395077,9.024689674,2.941519499
10421,7.687534809,4.013818264,9.216701508,2.897862196
10422,7.892879963,4.031824112,8.891613007,2.870819092
10423,8.126103401,3.96573329,8.798207283,2.816059828
10424,7.974761963,3.966360569,8.893933296,2.777905226
10425,8.158086777,4.050347328,9.421504974,2.916075945
10426,7.937399387,3.984770775,8.959002495,3.018366575
10427,8.052507401,3.912654638,8.988393784,2.875084639
10428,7.592694759,3.977719069,8.901721954,2.82193017
10429,8.14852047,3.998896837,8.892432213,2.990742445
10430,7.53343153,3.929574013,8.789363861,2.86094451
10431,7.857922554,3.870714426,8.701443672,2.873951674
10432,7.908302307,3.874374151,8.715583801,2.877446651
10433,8.057038307,4.08713007,9.005637169,2.903781176
10434,7.874696255,4.114292622,8.996331215,2.807345152
10435,7.883821964,3.965523005,8.85481739,2.903135538
10436,8.117729187,4.0053792,8.738072395,2.810694933
10437,7.796087265,3.999428988,8.846118927,2.766792297
10438,7.828014851,3.905392885,8.710373878,2.939384699
10439,7.687477589,3.955195189,9.051793098,2.936098099
10440,7.728615761,3.940898895,9.108138084,2.876068354
10441,8.087625504,4.02881813,9.183120728,2.84096837
10442,7.943583012,3.920968771,8.87481308,2.86208868
10443,8.045035362,3.99626255,8.92056179,3.009031296
10444,8.421345711,4.141767979,9.247080803,2.954095364
10445,7.766896725,3.863096952,8.860639572,2.805145741
10446,7.609302044,3.951551437,8.813508987,2.872416735
10447,7.87842226,4.038726807,9.100028992,2.91952157
10448,8.094130516,3.929804087,8.822538376,2.936612844
10449,7.134561062,3.777154207,8.186377525,2.569639921
10450,7.80229044,4.001934052,8.963517189,2.93076396
10451,7.876115799,4.077497482,8.813789368,2.823726416
10452,8.252173424,4.013648987,9.064640999,2.902376413
10453,7.913141727,4.101053715,9.112426758,2.907743216
10454,7.845506191,3.931362391,8.847460747,2.862272978
10455,8.100234032,3.926305532,8.986743927,2.898655653
10456,7.670618057,3.956616163,8.98887825,2.756450891
10457,7.66456604,4.017702103,8.61178112,2.729256392
10458,7.716529846,3.97841239,8.924915314,2.822310925
10459,8.1353302,3.964480162,8.861481667,2.81055069
10460,7.88509798,4.017447948,8.653024673,2.745277643
10461,7.882302761,3.952695131,8.79597187,2.940521479
10462,7.730182171,3.864923716,8.711507797,2.80442524
10463,7.794676304,3.983860731,9.012862206,2.923429251
10464,7.851842403,3.855012655,8.857154846,2.771193266
10465,8.003015518,4.064693451,8.982967377,2.924759388
10466,7.959783077,4.055811405,8.890185356,2.844966173
10467,7.942695141,4.02415657,9.229719162,2.879099369
10468,7.302135944,3.861488104,8.857608795,2.725723028
10469,7.915661335,4.008108139,8.660970688,2.727007389
10470,7.904508114,4.092560291,8.957753181,2.787748575
10471,7.564489365,3.902060747,8.790287018,2.863525629
10472,7.617327213,3.946293116,8.789856911,2.675846815
10473,7.768181801,4.01885128,8.98815918,2.907800913
10474,7.965938091,4.050625324,8.893146515,2.766036749
10475,7.743157864,3.968113661,8.79924202,2.868230343
10476,7.597253323,3.93901515,8.785276413,2.669595003
10477,7.649373531,3.812045336,8.513957024,2.710513115
10478,7.900783062,4.089317799,8.941620827,2.785514593
10479,7.92484951,3.930937052,8.693096161,2.792989016
10480,8.13578701,4.054112911,8.976776123,2.937501192
10481,7.499475956,3.910895109,8.845967293,2.84369278
10482,8.222774506,4.039599419,8.723114967,2.871873617
10483,7.929795265,3.913682699,8.635499954,2.824190855
10484,7.575377941,4.047201633,9.454402924,2.803287745
10485,7.853404522,3.956384659,8.797254562,2.993512869
10486,7.920161724,4.161232948,9.053274155,2.846021175
10487,7.861931801,4.081634045,9.065069199,2.900372744
10488,7.919151306,3.927417994,8.689855576,2.793452024
10489,8.021994591,4.040545464,8.944643021,2.860207319
10490,8.01444149,3.997275114,8.839939117,2.885190248
10491,7.77648735,4.126904964,9.064281464,2.836158037
10492,7.921487808,4.04120636,8.820636749,2.756265879
10493,7.639380932,3.748167515,9.264913559,2.823903799
10494,7.949179173,4.110262394,8.855215073,2.855871439
10495,7.661557674,3.946963549,8.72296524,2.734545469
10496,7.941509247,3.957499743,8.825927734,2.926903486
10497,7.647434711,3.976895094,8.917953491,2.717768908
10498,7.809938908,3.933293104,8.988478661,2.849976778
10499,8.402706146,3.911073208,8.655282974,2.814662218
10500,7.856800556,3.997914076,8.835745811,2.9822855
10501,7.640716076,3.962877989,8.826229095,2.681622744
10502,8.422511101,3.994489908,9.028915405,2.838527918
10503,8.003721237,4.020623684,8.944364548,2.805378437
10504,7.583850384,3.985706091,9.188755035,2.875451088
10505,7.604938984,3.943892717,8.776735306,2.670423269
10506,7.563169479,4.086972713,9.629685402,2.836277723
10507,7.796640396,4.119449615,8.838953018,2.895972013
10508,8.080064774,4.000497341,9.132595062,2.860788584
10509,8.089715004,3.979147196,9.088001251,2.904197693
10510,7.730836391,3.923732519,9.044524193,2.930455923
10511,8.026968002,3.989538193,8.911416054,2.937598705
10512,8.025531769,4.093876839,9.031267166,2.894734144
10513,7.883606434,4.054986477,9.133827209,2.89101553
10514,7.831411839,4.088391781,8.919717789,2.854407072
10515,7.972878456,4.033660412,9.171287537,2.84661746
10516,8.188252449,4.04480648,8.99792099,2.956177473
